"DisplayName","Id","Owner","CreationTime","ModificationTime","WmiFilter"
"Set User Photo","7fa73b53-fa3f-43b0-9b0b-4a5d9d084282","EXAMPLE\Domain Admins","20/02/2021 13:55:28","20/02/2021 17:46:52",
